sentence_number,stopword_count,word_length,character_length
5370,3,7,36
5371,11,24,128
5372,16,28,134
5373,7,15,91
5374,3,6,40
5375,17,29,153
5376,8,16,86
5377,10,20,105
5378,4,10,58
5379,1,3,23
5380,1,7,49
5381,8,16,94
5382,13,29,190
5383,0,1,19
5384,11,19,98
5385,3,8,60
5386,7,17,99
5387,7,14,89
5388,2,7,44
5389,5,14,84
5390,10,18,86
5391,11,20,98
5392,7,16,85
5393,8,15,85
5394,0,3,20
5395,2,8,53
5396,0,1,20
5397,8,15,78
5398,13,20,113
5399,0,1,12
5400,16,26,139
5401,21,41,210
5402,17,25,138
5403,27,47,256
5404,5,11,65
5405,1,2,11
5406,9,17,94
5407,2,3,25
5408,3,6,38
5409,17,29,142
5410,14,23,131
5411,8,12,61
5412,4,8,46
5413,11,24,165
5414,13,18,72
5415,3,5,31
5416,1,2,9
5417,1,2,17
5418,2,3,17
5419,0,1,13
5420,4,5,28
5421,15,22,130
5422,6,9,48
5423,11,20,115
5424,8,21,152
5425,7,10,51
5426,5,9,44
5427,11,19,106
5428,13,20,97
5429,3,4,36
5430,3,10,80
5431,3,7,37
5432,9,17,95
5433,6,9,40
5434,5,9,45
5435,3,6,30
5436,4,6,30
5437,11,24,139
5438,13,24,131
5439,11,21,136
5440,0,0,2
5441,21,36,188
5442,31,55,276
5443,10,16,83
5444,12,21,103
5445,11,20,97
5446,15,30,164
5447,4,8,51
5448,34,54,281
5449,12,20,118
5450,19,38,216
5451,9,15,71
5452,7,11,51
5453,14,24,123
5454,13,25,116
5455,4,8,46
5456,4,7,33
5457,8,15,77
5458,15,32,170
5459,4,13,83
5460,6,13,78
5461,6,10,50
5462,16,30,170
5463,5,10,57
5464,8,14,71
5465,9,16,80
5466,6,17,133
5467,16,33,205
5468,13,25,134
5469,7,15,89
5470,2,8,48
5471,6,10,68
5472,7,17,101
5473,9,19,131
5474,4,8,40
5475,10,20,117
5476,6,13,74
5477,8,15,71
5478,12,21,131
5479,5,13,62
5480,0,1,8
5481,18,30,157
5482,8,13,70
5483,14,25,182
5484,17,34,206
5485,2,6,35
5486,3,7,35
5487,1,4,28
5488,16,29,204
5489,5,13,87
5490,8,13,69
5491,21,51,301
5492,4,5,28
5493,4,4,21
5494,2,3,18
5495,0,2,19
5496,8,14,68
5497,10,21,123
5498,6,7,40
5499,1,3,26
5500,15,26,155
5501,5,8,46
5502,2,5,23
5503,2,3,17
5504,18,30,168
5505,13,20,98
5506,4,9,44
5507,0,0,2
5508,7,13,72
5509,17,34,212
5510,11,22,129
5511,8,18,104
5512,8,19,108
5513,11,20,106
5514,0,1,13
5515,1,2,10
5516,9,21,116
5517,4,6,25
5518,8,8,40
5519,2,3,23
5520,9,18,103
5521,4,6,32
5522,2,5,29
5523,6,8,36
5524,0,1,6
5525,8,26,164
5526,4,12,88
5527,9,23,143
5528,3,9,75
5529,6,10,52
5530,8,12,60
5531,14,29,164
5532,9,18,111
5533,6,10,51
5534,3,6,39
5535,11,18,109
5536,8,20,120
5537,12,25,159
5538,7,12,82
5539,7,15,94
5540,22,32,179
5541,5,10,59
5542,9,24,144
5543,6,14,77
5544,11,22,141
5545,6,14,85
5546,4,17,142
5547,4,10,56
5548,13,24,145
5549,5,10,55
5550,5,14,88
5551,6,14,88
5552,16,32,215
5553,10,18,99
5554,10,22,135
5555,13,28,174
5556,13,33,197
5557,4,7,39
5558,4,7,39
5559,7,14,87
5560,5,12,76
5561,8,13,72
5562,9,15,87
5563,7,15,115
5564,13,23,149
5565,9,22,133
5566,4,12,70
5567,7,17,109
5568,13,29,166
5569,5,12,61
5570,10,19,108
5571,4,10,68
5572,9,24,167
5573,10,23,141
5574,8,12,81
5575,7,11,68
5576,3,8,46
5577,6,15,91
5578,11,24,118
5579,6,15,98
5580,7,16,116
5581,10,21,130
5582,12,26,176
5583,15,35,200
5584,0,2,25
5585,10,24,139
5586,6,14,79
5587,4,11,68
5588,8,14,77
5589,12,24,143
5590,8,13,69
5591,7,14,85
5592,11,14,76
5593,0,3,14
5594,9,22,116
5595,11,22,127
5596,16,29,142
5597,10,17,95
5598,20,35,193
5599,12,23,132
5600,4,7,49
5601,8,15,79
5602,1,4,21
5603,0,0,1
5604,12,18,104
5605,2,5,30
5606,1,6,46
5607,5,9,47
5608,12,14,66
5609,8,11,57
5610,6,16,90
5611,9,17,106
5612,8,15,89
5613,10,14,70
5614,11,21,109
5615,4,8,61
5616,1,4,22
5617,0,0,1
5618,4,9,52
5619,3,4,20
5620,5,11,52
5621,10,15,71
5622,12,22,122
5623,5,9,54
5624,6,15,93
5625,5,7,46
5626,2,7,60
5627,6,9,51
5628,10,18,101
5629,8,15,83
5630,13,20,98
5631,12,21,110
5632,12,19,105
5633,18,43,233
5634,8,14,63
5635,9,16,100
5636,9,20,112
5637,17,33,183
5638,9,14,69
5639,6,8,39
5640,3,6,41
5641,6,14,79
5642,5,12,60
5643,11,16,86
5644,7,16,88
5645,14,26,148
5646,5,9,53
5647,6,13,82
5648,15,23,126
5649,4,7,38
5650,3,5,29
5651,1,3,22
5652,9,19,110
5653,5,10,53
5654,6,11,66
5655,5,7,37
5656,6,13,85
5657,18,31,165
5658,9,23,144
5659,1,2,11
5660,0,2,17
5661,0,0,4
5662,19,34,183
5663,6,8,38
5664,14,24,150
5665,7,8,41
5666,9,20,118
5667,4,10,59
5668,9,17,107
5669,14,23,103
5670,9,15,82
5671,3,6,48
5672,2,5,30
5673,5,12,75
5674,5,9,51
5675,8,15,81
5676,8,17,100
5677,7,15,78
5678,10,15,83
5679,3,5,32
5680,1,3,17
5681,5,13,82
5682,10,14,74
5683,11,19,108
5684,13,22,107
5685,11,17,80
5686,5,11,58
5687,4,7,53
5688,4,6,33
5689,2,10,64
5690,12,28,176
5691,0,1,16
5692,0,1,8
5693,1,13,100
5694,7,16,98
5695,11,22,117
5696,6,10,58
5697,3,6,38
5698,5,12,72
5699,0,1,6
5700,10,27,169
5701,8,17,92
5702,4,9,57
5703,7,17,117
5704,13,19,100
5705,6,15,85
5706,13,26,172
5707,11,24,135
5708,4,7,31
5709,10,23,155
5710,9,26,181
5711,12,24,147
5712,10,18,95
5713,15,37,224
5714,0,2,17
5715,10,29,219
5716,10,18,103
5717,8,18,104
5718,15,25,145
5719,13,31,185
5720,12,29,216
5721,3,6,30
5722,13,26,181
5723,7,17,120
5724,4,11,100
5725,3,6,32
5726,8,20,145
5727,0,0,1
5728,2,7,64
5729,0,0,1
5730,3,9,92
5731,0,0,1
5732,6,15,123
5733,7,23,172
5734,3,8,73
5735,15,37,241
5736,9,21,147
5737,8,20,142
5738,13,30,210
5739,5,20,152
5740,5,12,77
5741,4,13,104
5742,11,25,171
5743,4,12,98
5744,4,8,49
5745,14,27,179
5746,11,23,151
5747,5,13,87
5748,13,34,223
5749,10,16,106
5750,5,18,125
5751,7,13,75
5752,12,34,252
5753,8,24,162
5754,0,0,1
5755,8,26,227
5756,1,5,41
5757,7,18,138
5758,12,17,80
5759,4,7,35
5760,5,13,89
5761,8,17,99
5762,5,7,31
5763,13,27,184
5764,10,15,92
5765,15,41,267
5766,4,12,84
5767,1,3,20
5768,4,10,62
5769,14,31,197
5770,10,21,125
5771,11,22,127
5772,4,13,74
5773,8,21,146
5774,8,24,162
5775,3,11,72
5776,0,2,24
5777,0,0,1
5778,2,8,51
5779,6,18,113
5780,13,40,293
5781,3,7,39
5782,7,24,164
5783,10,20,141
5784,16,37,227
5785,9,25,171
5786,4,7,47
5787,3,7,37
5788,11,23,141
5789,12,25,172
5790,1,7,54
5791,7,17,106
5792,1,5,36
5793,12,31,203
5794,2,8,54
5795,6,12,72
5796,10,25,155
5797,13,28,171
5798,11,29,202
5799,7,15,93
5800,1,6,40
5801,1,9,88
5802,5,11,75
5803,5,8,52
5804,3,10,62
5805,10,24,147
5806,11,28,177
5807,7,20,141
5808,11,21,124
5809,9,21,124
5810,4,8,47
5811,4,11,65
5812,4,9,49
5813,17,39,275
5814,12,26,164
5815,18,36,220
5816,14,22,124
5817,23,42,288
5818,9,22,138
5819,13,22,119
5820,7,15,92
5821,6,12,78
5822,18,40,225
5823,11,21,117
5824,13,26,146
5825,9,29,228
5826,7,14,72
5827,7,16,87
5828,1,4,37
5829,0,12,85
5830,5,16,101
5831,8,16,82
5832,4,17,134
5833,11,30,200
5834,11,27,184
5835,6,18,107
5836,0,0,3
5837,5,14,78
5838,11,25,153
5839,0,0,3
5840,1,5,38
5841,0,0,3
5842,13,25,119
5843,0,0,3
5844,13,31,199
5845,0,0,3
5846,9,20,122
5847,0,0,3
5848,11,21,107
5849,12,32,212
5850,18,40,239
5851,4,10,74
5852,5,12,66
5853,8,15,90
5854,4,12,103
5855,6,14,105
5856,12,20,122
5857,9,16,97
5858,2,7,49
5859,7,12,64
5860,7,32,248
5861,3,10,55
5862,2,8,37
5863,0,1,10
5864,9,23,166
5865,22,43,286
5866,7,17,110
5867,25,47,299
5868,15,27,160
5869,2,3,10
5870,13,25,126
5871,8,26,193
5872,21,35,213
5873,9,21,124
5874,5,14,92
5875,16,30,155
5876,9,15,106
5877,6,11,69
5878,0,2,12
5879,5,13,92
5880,11,25,159
5881,6,15,97
5882,19,36,212
5883,2,10,62
5884,17,38,249
5885,16,28,166
5886,5,17,139
5887,11,22,139
5888,9,23,169
5889,10,28,224
5890,1,2,9
5891,28,52,292
5892,6,14,86
5893,5,16,101
5894,14,27,156
5895,16,31,182
5896,25,49,299
5897,7,17,121
5898,7,14,79
5899,10,18,96
5900,11,21,118
5901,3,4,22
5902,19,36,199
5903,0,2,15
5904,20,38,217
5905,2,5,28
5906,4,5,25
5907,1,2,11
5908,5,8,39
5909,5,9,50
5910,7,12,59
5911,3,6,31
5912,10,17,91
5913,6,14,73
5914,6,12,89
5915,0,0,1
5916,19,39,240
5917,7,17,104
5918,4,7,41
5919,8,14,79
5920,4,6,36
5921,19,40,245
5922,4,6,33
5923,11,29,195
5924,3,5,34
5925,0,2,19
5926,23,43,244
5927,8,17,120
5928,14,30,187
5929,11,19,104
5930,2,5,31
5931,12,27,164
5932,4,7,42
5933,22,60,396
5934,11,25,173
5935,5,13,82
5936,8,14,76
5937,3,9,55
5938,3,12,90
5939,2,6,39
5940,6,17,96
5941,2,8,52
5942,6,11,64
5943,3,10,60
5944,6,12,64
5945,0,2,13
5946,11,24,141
5947,6,15,105
5948,3,6,37
5949,10,29,163
5950,7,18,94
5951,5,13,84
5952,5,12,65
5953,7,14,81
5954,3,10,52
5955,2,7,47
5956,4,16,90
5957,1,3,17
5958,3,8,55
5959,8,16,76
5960,7,19,107
5961,5,12,63
5962,2,5,31
5963,6,18,114
5964,10,21,113
5965,10,18,108
5966,10,17,77
5967,11,24,137
5968,15,23,125
5969,4,8,36
5970,8,17,86
5971,4,12,84
5972,8,20,124
5973,7,14,77
5974,12,23,139
5975,5,13,94
5976,11,24,154
5977,18,35,218
5978,6,11,56
5979,11,19,99
5980,5,12,83
5981,1,2,9
5982,6,16,102
5983,0,1,7
5984,1,1,4
5985,10,19,102
5986,7,16,92
5987,0,2,11
5988,3,8,49
5989,0,1,7
5990,7,14,80
5991,6,10,49
5992,0,3,22
5993,3,8,49
5994,0,1,7
5995,5,15,125
5996,7,16,97
5997,1,3,18
5998,3,7,42
5999,0,1,7
6000,3,11,64
6001,1,3,23
6002,8,14,83
6003,0,1,7
6004,1,1,4
6005,2,4,20
6006,8,14,76
6007,9,15,78
6008,6,11,59
6009,7,16,102
6010,14,33,193
6011,3,14,92
6012,9,22,140
6013,5,7,45
6014,8,18,124
6015,2,10,73
6016,9,23,142
6017,8,34,245
6018,3,11,72
6019,5,15,104
6020,4,15,117
6021,4,12,96
6022,15,32,229
6023,4,11,89
6024,7,26,188
6025,7,23,147
6026,14,28,157
6027,11,20,150
6028,3,6,37
6029,4,27,204
6030,6,12,64
6031,5,11,70
6032,10,25,166
6033,6,18,111
6034,3,7,47
6035,17,35,241
6036,6,14,82
6037,18,35,208
6038,16,29,169
6039,17,37,186
6040,14,27,156
6041,13,25,151
6042,14,20,90
6043,3,6,34
6044,9,16,87
6045,9,17,98
6046,2,4,26
6047,2,5,36
6048,3,7,49
6049,8,13,63
6050,2,4,27
6051,4,9,40
6052,9,14,73
6053,2,4,23
6054,4,12,77
6055,3,10,71
6056,17,27,147
6057,11,15,80
6058,9,12,61
6059,4,5,50
6060,6,9,52
6061,4,7,44
6062,3,6,46
6063,9,13,64
6064,7,14,99
6065,10,16,86
6066,8,13,66
6067,10,19,105
6068,9,18,123
6069,6,9,51
6070,6,11,62
6071,10,16,85
6072,6,9,57
6073,0,3,22
6074,0,2,20
6075,5,9,52
6076,7,15,86
6077,12,21,120
6078,10,20,133
6079,5,13,63
6080,17,32,188
6081,20,32,179
6082,12,26,173
6083,18,36,178
6084,23,43,239
6085,0,1,14
6086,23,45,268
6087,5,9,56
6088,1,3,16
6089,8,12,60
6090,4,9,55
6091,1,3,19
6092,11,27,156
6093,8,16,88
6094,6,11,55
6095,6,10,53
6096,19,35,191
6097,7,17,94
6098,32,56,310
6099,0,1,18
6100,4,8,54
6101,7,13,75
6102,2,6,34
6103,19,31,156
6104,5,9,45
6105,7,10,48
6106,14,24,117
6107,1,4,24
6108,1,4,24
6109,13,20,74
6110,10,15,72
6111,6,12,74
6112,5,11,65
6113,4,12,64
6114,2,6,47
6115,3,5,34
6116,1,4,30
6117,1,2,20
6118,2,5,41
6119,6,10,60
6120,4,5,18
6121,2,3,12
6122,12,22,114
6123,12,29,181
6124,6,11,93
6125,11,20,106
6126,3,13,106
6127,4,6,45
6128,3,8,56
6129,3,8,57
6130,7,15,92
6131,13,26,159
6132,6,17,129
6133,5,13,79
6134,0,2,14
6135,10,24,131
6136,4,13,87
6137,16,32,199
6138,10,17,104
6139,9,21,142
6140,15,26,140
6141,10,19,105
6142,11,31,217
6143,13,32,192
6144,0,2,15
6145,9,23,160
6146,28,57,332
6147,13,27,171
6148,1,7,66
6149,5,13,87
6150,5,15,99
6151,12,20,114
6152,17,34,192
6153,25,48,291
6154,8,17,89
6155,5,12,60
6156,3,8,62
6157,11,17,93
6158,16,28,192
6159,14,29,177
6160,4,14,99
6161,13,23,136
6162,6,14,115
6163,10,25,162
6164,11,27,183
6165,6,10,58
6166,4,8,51
6167,10,20,113
6168,6,16,109
6169,4,12,89
6170,7,16,87
6171,5,8,47
6172,6,17,108
6173,3,4,25
6174,2,5,34
6175,6,10,56
6176,4,10,48
6177,2,4,24
6178,6,16,95
6179,2,15,108
6180,7,15,73
6181,6,10,59
6182,5,11,61
6183,15,33,207
6184,6,7,28
6185,4,7,54
6186,4,7,41
6187,19,33,182
6188,11,19,114
6189,3,12,84
6190,0,5,39
6191,6,12,77
6192,10,26,163
6193,4,10,61
6194,5,11,57
6195,5,12,78
6196,10,17,90
6197,8,22,168
6198,11,24,174
6199,10,21,131
6200,6,14,88
6201,8,13,60
6202,21,39,228
6203,12,25,163
6204,7,18,120
6205,5,13,96
6206,9,20,138
6207,7,18,111
6208,18,37,210
6209,17,31,187
6210,7,16,87
6211,38,78,515
6212,11,23,129
6213,12,22,122
6214,19,41,242
6215,11,27,176
6216,19,41,255
6217,18,28,163
6218,13,21,135
6219,10,18,91
6220,16,29,186
6221,1,2,17
6222,10,31,265
6223,0,0,3
6224,4,14,86
6225,0,0,3
6226,11,27,174
6227,0,0,3
6228,9,23,144
6229,0,0,3
6230,15,37,231
6231,0,0,3
6232,12,30,188
6233,0,0,3
6234,7,21,142
6235,17,32,179
6236,8,17,98
6237,11,21,134
6238,16,34,197
6239,12,20,109
6240,16,33,197
6241,14,27,153
6242,16,27,147
6243,7,13,63
6244,5,13,84
6245,2,9,73
6246,2,6,49
6247,13,25,153
6248,15,25,140
6249,9,16,94
6250,4,9,48
6251,4,9,50
6252,7,11,68
6253,11,19,98
6254,14,26,131
6255,10,23,133
6256,6,11,48
6257,15,29,165
6258,8,13,65
6259,11,20,105
6260,11,22,109
6261,5,12,80
6262,2,5,31
6263,13,22,124
6264,7,17,99
6265,6,14,83
6266,14,21,103
6267,11,19,95
6268,17,23,113
6269,2,7,33
6270,15,37,271
6271,7,14,70
6272,14,29,220
6273,9,15,87
6274,9,22,151
6275,12,20,105
6276,21,42,281
6277,5,12,92
6278,7,11,80
6279,11,25,151
6280,8,14,68
6281,4,8,42
6282,8,17,93
6283,5,10,66
6284,6,11,64
6285,12,22,120
6286,13,25,139
6287,10,16,85
6288,4,12,84
6289,14,27,143
6290,13,25,132
6291,8,18,108
6292,5,12,79
6293,11,26,185
6294,10,19,129
6295,9,24,147
6296,8,15,96
6297,9,23,161
6298,9,26,181
6299,1,3,17
6300,0,1,16
6301,13,26,170
6302,3,5,40
6303,12,26,173
6304,7,17,131
6305,9,16,89
6306,10,20,111
6307,0,2,18
6308,0,1,26
6309,5,19,144
6310,9,16,95
6311,12,30,165
6312,13,28,171
6313,20,47,282
6314,7,17,90
6315,2,5,26
6316,0,1,16
6317,6,8,45
6318,5,9,44
6319,9,28,152
6320,15,22,106
6321,12,18,101
6322,10,19,106
6323,6,14,80
6324,4,18,104
6325,8,14,73
6326,0,2,13
6327,0,1,16
6328,7,19,121
6329,7,18,117
6330,7,18,127
6331,1,3,18
6332,0,2,17
6333,5,13,82
6334,12,22,132
6335,9,14,76
6336,13,26,154
6337,15,24,130
6338,2,11,93
6339,0,2,14
6340,0,1,16
6341,13,24,131
6342,7,13,65
6343,16,26,150
6344,11,17,97
6345,14,26,149
6346,7,12,63
6347,9,15,90
6348,9,17,102
6349,7,16,96
6350,1,8,50
6351,6,9,50
6352,4,5,24
6353,12,22,111
6354,15,30,178
6355,23,39,191
6356,2,6,40
6357,0,1,16
6358,16,25,147
6359,2,10,85
6360,11,20,113
6361,11,23,146
6362,9,16,104
6363,10,20,127
6364,19,33,183
6365,22,42,269
6366,15,27,156
6367,1,3,24
6368,0,1,16
6369,22,48,338
6370,15,33,223
6371,32,68,463
6372,1,3,21
6373,0,1,20
6374,13,22,110
6375,12,24,140
6376,1,4,22
6377,0,1,16
6378,8,13,75
6379,7,21,160
6380,10,22,129
6381,8,13,73
6382,16,29,170
6383,1,3,15
6384,4,10,69
6385,0,1,19
6386,9,26,181
6387,9,20,138
6388,11,34,231
6389,12,29,186
6390,12,29,203
6391,2,8,56
6392,6,12,67
6393,12,26,181
6394,19,32,200
6395,9,20,139
6396,12,23,169
6397,3,11,102
6398,7,14,91
6399,0,2,20
6400,0,1,17
6401,8,16,107
6402,8,17,109
6403,5,8,50
6404,6,12,75
6405,5,11,71
6406,0,2,14
6407,0,2,22
6408,7,22,154
6409,5,9,48
6410,7,14,83
6411,8,16,91
6412,0,2,16
6413,0,1,19
6414,3,12,92
6415,8,27,208
6416,9,25,155
6417,3,7,39
6418,3,12,84
6419,2,4,26
6420,2,3,15
6421,12,32,218
6422,17,30,166
6423,10,19,134
6424,2,5,40
6425,7,13,77
6426,9,15,92
6427,6,14,113
6428,13,23,126
6429,10,17,92
6430,0,1,23
6431,2,3,15
6432,20,34,169
6433,15,27,165
6434,7,13,86
6435,14,24,135
6436,16,30,181
6437,18,33,175
6438,0,1,6
6439,2,3,15
6440,5,13,75
6441,4,8,42
6442,4,4,13
6443,9,15,69
6444,0,2,16
6445,2,3,15
6446,13,29,192
6447,11,25,144
6448,6,13,96
6449,3,5,35
6450,11,21,130
6451,7,13,94
6452,14,25,179
6453,0,3,20
6454,2,3,15
6455,23,44,245
6456,10,20,111
6457,10,23,144
6458,10,17,97
6459,2,4,22
6460,10,19,106
6461,13,23,126
6462,35,60,354
6463,14,26,141
6464,17,35,190
6465,2,5,41
6466,0,2,19
6467,2,3,15
6468,6,14,98
6469,7,15,86
6470,11,21,116
6471,11,20,102
6472,4,8,48
6473,0,2,20
6474,2,3,15
6475,4,10,49
6476,4,11,72
6477,14,26,129
6478,0,2,15
6479,2,3,15
6480,8,20,124
6481,6,8,41
6482,18,27,147
6483,7,18,104
6484,18,34,195
6485,0,2,16
6486,2,3,15
6487,9,19,93
6488,11,24,129
6489,2,8,39
6490,3,4,24
6491,0,3,20
6492,11,23,133
6493,13,25,151
6494,7,17,105
6495,7,14,78
6496,16,25,133
6497,7,17,99
6498,11,22,120
6499,14,27,180
6500,16,38,261
6501,1,3,17
6502,7,15,100
6503,8,18,99
6504,0,0,3
6505,4,11,76
6506,5,7,39
6507,2,6,37
6508,6,12,72
6509,12,20,122
6510,0,0,3
6511,7,17,117
6512,5,8,38
6513,9,21,111
6514,0,0,3
6515,8,15,93
6516,13,23,138
6517,3,8,41
6518,0,0,3
6519,4,14,104
6520,13,32,223
6521,8,19,130
6522,26,49,264
6523,1,3,18
6524,11,22,146
6525,14,29,151
6526,20,35,191
6527,25,46,236
6528,9,22,148
6529,0,2,14
6530,5,10,55
6531,3,8,53
6532,6,10,69
6533,3,9,54
6534,3,8,54
6535,12,19,86
6536,7,15,97
6537,7,18,119
6538,7,15,88
6539,5,11,63
6540,11,20,100
6541,4,13,81
6542,7,20,116
6543,1,4,28
6544,12,31,188
6545,2,4,21
6546,2,8,52
6547,4,8,37
6548,11,30,183
6549,5,14,88
6550,14,32,232
6551,9,21,124
6552,8,13,72
6553,9,19,116
6554,10,18,105
6555,11,19,99
6556,7,14,82
6557,5,12,66
6558,9,19,105
6559,5,12,71
6560,8,18,102
6561,0,2,18
6562,5,12,78
6563,5,11,59
6564,18,35,212
6565,12,26,156
6566,4,15,104
6567,3,11,75
6568,9,18,108
6569,7,19,125
6570,13,30,179
6571,8,21,130
6572,0,2,24
6573,4,8,37
6574,12,27,185
6575,8,11,54
6576,9,17,124
6577,6,12,62
6578,0,2,29
6579,5,12,80
6580,0,1,16
6581,9,17,103
6582,0,1,17
6583,28,51,288
6584,8,14,94
6585,29,55,327
6586,35,63,402
6587,1,4,24
6588,0,8,56
6589,4,8,37
6590,17,32,205
6591,15,33,208
6592,19,42,251
6593,9,16,85
6594,16,32,180
6595,17,34,231
6596,11,20,121
6597,15,32,177
6598,24,57,331
6599,13,26,161
6600,1,4,26
6601,4,8,37
6602,14,33,229
6603,13,26,145
6604,6,17,138
6605,4,10,71
6606,6,15,103
6607,0,3,24
6608,4,8,37
6609,9,18,91
6610,8,17,97
6611,15,25,131
6612,6,15,98
6613,9,18,147
6614,16,32,205
6615,0,1,19
6616,2,3,15
6617,6,11,86
6618,14,24,113
6619,5,7,41
6620,0,3,25
6621,2,3,15
6622,4,11,77
6623,4,13,77
6624,5,8,37
6625,12,23,131
6626,8,15,81
6627,6,15,95
6628,1,4,29
6629,3,10,74
6630,10,25,155
6631,3,9,61
6632,6,12,70
6633,1,3,17
6634,2,3,15
6635,10,21,142
6636,11,20,113
6637,4,11,75
6638,7,14,78
6639,11,22,135
6640,11,19,102
6641,5,11,68
6642,4,11,62
6643,9,12,67
6644,1,6,38
6645,2,3,15
6646,15,38,234
6647,13,27,162
6648,15,30,175
6649,0,2,15
6650,2,3,15
6651,7,14,80
6652,11,18,109
6653,6,11,60
6654,15,34,216
6655,7,16,104
6656,18,32,201
6657,0,3,19
6658,2,3,15
6659,7,17,91
6660,0,2,14
6661,4,6,31
6662,9,20,130
6663,6,18,117
6664,1,3,22
6665,6,13,66
6666,0,3,18
6667,4,6,31
6668,16,25,140
6669,6,14,81
6670,7,19,115
6671,3,8,44
6672,3,8,42
6673,11,24,135
6674,3,4,19
6675,4,6,31
6676,10,23,157
6677,10,20,105
6678,8,16,95
6679,7,13,78
6680,0,2,10
6681,4,6,31
6682,9,20,106
6683,8,16,100
6684,9,17,101
6685,15,29,163
6686,21,38,199
6687,4,8,42
6688,4,9,43
6689,2,3,18
6690,4,6,31
6691,5,15,91
6692,3,8,46
6693,3,4,15
6694,4,6,31
6695,11,26,147
6696,15,25,113
6697,13,19,90
6698,1,3,19
6699,4,6,31
6700,12,24,129
6701,7,9,53
6702,12,20,102
6703,4,10,53
6704,1,2,15
6705,4,6,31
6706,10,19,95
6707,5,14,82
6708,8,21,137
6709,12,27,162
6710,7,17,96
6711,5,7,49
6712,0,2,15
6713,4,6,31
6714,14,33,207
6715,15,31,198
6716,7,21,155
6717,16,32,209
6718,12,22,139
6719,14,25,126
6720,10,19,110
6721,1,3,20
6722,4,6,31
6723,10,26,173
6724,13,26,165
6725,0,0,6
6726,4,9,56
6727,0,5,36
6728,4,6,31
6729,3,9,80
6730,0,6,64
6731,6,13,78
6732,5,12,66
6733,19,30,156
6734,5,12,78
6735,10,17,87
6736,12,27,151
6737,4,8,57
6738,2,9,46
6739,0,0,5
6740,6,13,79
6741,0,0,5
6742,4,13,89
6743,9,26,169
6744,0,0,5
6745,9,24,172
6746,1,4,29
6747,4,6,31
6748,3,10,65
6749,0,5,38
6750,0,0,3
6751,7,14,78
6752,6,10,55
6753,3,9,49
6754,3,10,54
6755,8,16,96
6756,12,24,153
6757,15,32,179
6758,5,9,51
6759,0,3,25
6760,11,21,125
6761,7,11,57
6762,7,12,65
6763,3,5,29
6764,5,8,51
6765,3,11,71
6766,5,11,67
6767,2,4,28
6768,9,18,107
6769,7,18,147
6770,1,2,11
6771,7,26,138
6772,17,34,191
6773,1,3,22
6774,2,5,31
6775,14,30,165
6776,10,26,145
6777,11,24,134
6778,11,17,85
6779,2,2,26
6780,4,6,31
6781,8,14,77
6782,7,13,91
6783,6,10,51
6784,10,15,72
6785,11,22,162
6786,46,80,461
6787,5,9,65
6788,0,6,44
6789,2,3,15
6790,12,25,148
6791,7,17,118
6792,10,23,159
6793,9,16,112
6794,10,19,125
6795,9,20,135
6796,14,32,216
6797,16,27,171
6798,0,3,21
6799,10,20,115
6800,10,19,127
6801,6,10,67
6802,8,22,158
6803,6,18,118
6804,13,23,129
6805,10,15,90
6806,2,6,51
6807,20,34,185
6808,12,24,165
6809,6,15,100
6810,2,9,60
6811,4,9,67
6812,9,15,97
6813,19,36,197
6814,12,25,141
6815,17,39,248
6816,13,24,151
6817,4,8,49
6818,3,6,34
6819,12,23,142
6820,10,18,109
6821,14,27,169
6822,8,16,99
6823,7,15,96
6824,14,28,176
6825,7,15,89
6826,9,26,186
6827,12,22,112
6828,1,3,14
6829,9,20,113
6830,9,14,75
6831,10,19,120
6832,5,13,84
6833,6,16,120
6834,18,33,221
6835,4,14,103
6836,4,12,73
6837,26,60,367
6838,4,7,47
6839,6,14,86
6840,5,13,98
6841,16,34,217
6842,12,21,114
6843,4,6,32
6844,11,20,104
6845,9,24,155
6846,7,11,54
6847,14,26,169
6848,8,16,90
6849,11,18,99
6850,0,1,7
6851,12,25,153
6852,6,11,62
6853,15,38,225
6854,9,16,100
6855,13,21,106
6856,4,10,78
6857,7,17,126
6858,3,10,75
6859,8,21,130
6860,2,7,45
6861,4,9,51
6862,12,27,167
6863,6,10,61
6864,3,4,26
6865,14,26,125
6866,12,23,146
6867,4,10,59
6868,12,26,175
6869,7,13,57
6870,5,14,86
6871,1,4,16
6872,22,41,256
6873,14,31,178
6874,14,28,174
6875,14,22,124
6876,19,38,257
6877,5,11,76
6878,16,27,157
6879,9,20,120
6880,10,20,128
6881,4,9,62
6882,7,16,90
6883,7,15,101
6884,4,7,38
6885,10,21,136
6886,15,27,151
6887,2,4,20
6888,0,0,1
6889,9,18,96
6890,11,20,127
6891,3,8,65
6892,3,8,55
6893,7,22,165
6894,13,32,217
6895,8,23,159
6896,10,26,162
6897,9,19,114
6898,6,14,111
6899,10,19,100
6900,6,12,72
6901,2,5,33
6902,4,5,23
6903,5,12,81
6904,3,7,39
6905,4,10,70
6906,8,18,100
6907,10,16,82
6908,15,33,211
6909,15,23,133
6910,6,14,106
6911,6,10,56
6912,4,10,56
6913,19,43,278
6914,19,38,206
6915,11,23,129
6916,9,16,87
6917,9,24,145
6918,10,20,140
6919,9,18,120
6920,6,14,78
6921,9,21,144
6922,20,43,276
