rank,word,frequency,cumulative_coverage_percent
1165,water,3,86.8489
1166,hugss,3,86.8576
1167,shirt,3,86.8663
1168,plz,3,86.875
1169,askin,3,86.8837
1170,ello,3,86.8924
1171,attic,3,86.9011
1172,woods,3,86.9098
1173,known,3,86.9185
1174,win,3,86.9273
1175,hottie,3,86.936
1176,louis,3,86.9447
1177,bbs,3,86.9534
1178,fer,3,86.9621
1179,hick,3,86.9708
1180,city,3,86.9795
1181,wine,3,86.9882
1182,razor,3,86.9969
1183,hiii,3,87.0056
1184,trouble,3,87.0143
1185,attention,3,87.023
1186,heyyyyy,3,87.0317
1187,asleep,3,87.0404
1188,cookie,3,87.0491
1189,bare,3,87.0578
1190,bag,3,87.0665
1191,yummy,3,87.0752
1192,touch,3,87.0839
1193,air,3,87.0927
1194,vote,3,87.1014
1195,waits,3,87.1101
1196,swelling,3,87.1188
1197,become,3,87.1275
1198,pming,3,87.1362
1199,truth,3,87.1449
1200,donno,3,87.1536
1201,shrugs,3,87.1623
1202,michigan,3,87.171
1203,floor,3,87.1797
1204,mostly,3,87.1884
1205,kellogs,3,87.1971
1206,wack,3,87.2058
1207,pc,3,87.2145
1208,gamefly,3,87.2232
1209,second,3,87.2319
1210,sound,3,87.2406
1211,lying,3,87.2494
1212,snow,3,87.2581
1213,hurt,3,87.2668
1214,chick,3,87.2755
1215,adduser,3,87.2842
1216,retarded,3,87.2929
1217,besides,3,87.3016
1218,pro,3,87.3103
1219,carolina,3,87.319
1220,fixed,3,87.3277
1221,college,3,87.3364
1222,bro,3,87.3451
1223,marriage,3,87.3538
1224,ban,3,87.3625
1225,born,3,87.3712
1226,physically,3,87.3799
1227,frm,3,87.3886
1228,juice,3,87.3973
1229,contact,3,87.4061
1230,move,3,87.4148
1231,walk,3,87.4235
1232,yawn,3,87.4322
1233,worst,3,87.4409
1234,wha,3,87.4496
1235,surprised,3,87.4583
1236,seeing,3,87.467
1237,couldnt,3,87.4757
1238,raymond,3,87.4844
1239,laters,3,87.4931
1240,topic,3,87.5018
1241,given,3,87.5105
1242,entertaining,3,87.5192
1243,dunkin,3,87.5279
1244,donuts,3,87.5366
1245,nana,3,87.5453
1246,sweetie,3,87.554
1247,heheh,3,87.5628
1248,flame,3,87.5715
1249,double,3,87.5802
1250,slowly,3,87.5889
1251,newspaper,3,87.5976
1252,arizona,3,87.6063
1253,burns,3,87.615
1254,downs,3,87.6237
1255,geesh,3,87.6324
1256,fuckin,3,87.6411
1257,needs,3,87.6498
1258,hump,3,87.6585
1259,per,3,87.6672
1260,yada,3,87.6759
1261,pervert,3,87.6846
1262,kewl,3,87.6933
1263,enjoy,3,87.702
1264,living,3,87.7107
1265,tune,3,87.7195
1266,nelson,3,87.7282
1267,daniel,3,87.7369
1268,suppose,3,87.7456
1269,hank,3,87.7543
1270,slow,3,87.763
1271,ed,3,87.7717
1272,nights,3,87.7804
1273,clothes,3,87.7891
1274,jammies,3,87.7978
1275,jeans,3,87.8065
1276,awhile,3,87.8152
1277,store,3,87.8239
1278,rubs,3,87.8326
1279,detroit,3,87.8413
1280,skin,3,87.85
1281,lbs,3,87.8587
1282,drinking,3,87.8674
1283,antidepressants,3,87.8761
1284,died,3,87.8849
1285,neysa,3,87.8936
1286,weeks,3,87.9023
1287,bitches,3,87.911
1288,duh,3,87.9197
1289,p,3,87.9284
1290,beanbag,3,87.9371
1291,ere,3,87.9458
1292,fitness,3,87.9545
1293,lucifuge,3,87.9632
1294,politics,3,87.9719
1295,whatever,3,87.9806
1296,oklahoma,3,87.9893
1297,xd,3,87.998
1298,murder,3,88.0067
1299,heyheyhey,3,88.0154
1300,asked,3,88.0241
1301,ne,3,88.0328
1302,bears,3,88.0416
1303,vuela,3,88.0503
1304,problems,3,88.059
1305,perved,3,88.0677
1306,weave,3,88.0764
1307,yr,3,88.0851
1308,chinese,3,88.0938
1309,learn,3,88.1025
1310,smell,3,88.1112
1311,ho,3,88.1199
1312,scramble,3,88.1286
1313,unscramble,3,88.1373
1314,soaked,3,88.146
1315,island,3,88.1547
1316,outside,3,88.1634
1317,mothers,3,88.1721
1318,england,3,88.1808
1319,usa,3,88.1895
1320,wax,3,88.1983
1321,edgewood,3,88.207
1322,army,3,88.2157
1323,songs,3,88.2244
1324,maine,3,88.2331
1325,darwin,3,88.2418
1326,yow,3,88.2505
1327,wv,3,88.2592
1328,won,3,88.2679
1329,wazz,3,88.2766
1330,toes,3,88.2853
1331,holocaust,3,88.294
1332,golf,2,88.2998
1333,ky,2,88.3056
1334,painful,2,88.3114
1335,cousin,2,88.3172
1336,messed,2,88.323
1337,cast,2,88.3288
1338,ewwwww,2,88.3346
1339,slip,2,88.3404
1340,chair,2,88.3462
1341,complain,2,88.3521
1342,often,2,88.3579
1343,opps,2,88.3637
1344,lap,2,88.3695
1345,nickname,2,88.3753
1346,fucking,2,88.3811
1347,answers,2,88.3869
1348,plan,2,88.3927
1349,finger,2,88.3985
1350,belong,2,88.4043
1351,deaf,2,88.4101
1352,forward,2,88.4159
1353,behave,2,88.4217
1354,forwads,2,88.4275
1355,christianity,2,88.4333
1356,babies,2,88.4391
1357,laughs,2,88.4449
1358,jerks,2,88.4507
1359,jerkettes,2,88.4565
1360,lolololll,2,88.4623
1361,awwwwww,2,88.4681
1362,daughters,2,88.4739
1363,romance,2,88.4797
1364,cooler,2,88.4855
1365,hates,2,88.4913
1366,hmph,2,88.4971
1367,exception,2,88.5029
1368,bug,2,88.5087
1369,flight,2,88.5146
1370,dumbass,2,88.5204
1371,enuff,2,88.5262
1372,choose,2,88.532
1373,ewwww,2,88.5378
1374,bites,2,88.5436
1375,lip,2,88.5494
1376,pm's,2,88.5552
1377,asshole,2,88.561
1378,calls,2,88.5668
1379,om,2,88.5726
1380,covers,2,88.5784
1381,mexican,2,88.5842
1382,bite,2,88.59
1383,mins,2,88.5958
1384,ditto,2,88.6016
1385,oo,2,88.6074
1386,urself,2,88.6132
1387,shows,2,88.619
1388,student,2,88.6248
1389,crosses,2,88.6306
1390,geeshh,2,88.6364
1391,eats,2,88.6422
1392,chococake,2,88.648
1393,paypal,2,88.6538
1394,credit,2,88.6596
1395,cell,2,88.6654
1396,chocolate,2,88.6713
1397,wat,2,88.6771
1398,pounce,2,88.6829
1399,spank,2,88.6887
1400,chase,2,88.6945
1401,cmon,2,88.7003
1402,ignored,2,88.7061
1403,wats,2,88.7119
1404,tellin,2,88.7177
1405,ads,2,88.7235
1406,connection,2,88.7293
1407,election,2,88.7351
1408,flavour,2,88.7409
1409,kind,2,88.7467
1410,consultant,2,88.7525
1411,biz,2,88.7583
1412,mike,2,88.7641
1413,advice,2,88.7699
1414,mango,2,88.7757
1415,shakin,2,88.7815
1416,hmmmmmmm,2,88.7873
1417,teenagers,2,88.7931
1418,chatted,2,88.7989
1419,geeze,2,88.8047
1420,comments,2,88.8105
1421,dumb,2,88.8163
1422,tries,2,88.8221
1423,manners,2,88.828
1424,twister,2,88.8338
1425,passes,2,88.8396
1426,button,2,88.8454
1427,buttons,2,88.8512
1428,happening,2,88.857
1429,ll,2,88.8628
1430,lover,2,88.8686
1431,bonus,2,88.8744
1432,girlfriend,2,88.8802
1433,kentucky,2,88.886
1434,canadian,2,88.8918
1435,accept,2,88.8976
1436,passed,2,88.9034
1437,achiever,2,88.9092
1438,whjat,2,88.915
1439,appear,2,88.9208
1440,equal,2,88.9266
1441,humor,2,88.9324
1442,human,2,88.9382
1443,forever,2,88.944
1444,hater,2,88.9498
1445,ghost,2,88.9556
1446,hunters,2,88.9614
1447,park,2,88.9672
1448,husband,2,88.973
1449,pictures,2,88.9788
1450,smile,2,88.9846
1451,judge,2,88.9905
1452,clear,2,88.9963
1453,loved,2,89.0021
1454,depressed,2,89.0079
1455,crying,2,89.0137
1456,loud,2,89.0195
1457,alive,2,89.0253
1458,ms,2,89.0311
1459,therapy,2,89.0369
1460,escaped,2,89.0427
1461,quick,2,89.0485
1462,forgotten,2,89.0543
1463,privmsg,2,89.0601
1464,mama,2,89.0659
1465,write,2,89.0717
1466,threw,2,89.0775
1467,mornign,2,89.0833
1468,remove,2,89.0891
1469,raining,2,89.0949
1470,watchin,2,89.1007
1471,whip,2,89.1065
1472,pour,2,89.1123
1473,shape,2,89.1181
1474,cover,2,89.1239
1475,pages,2,89.1297
1476,totally,2,89.1355
1477,puter,2,89.1413
1478,ocean,2,89.1472
1479,cal,2,89.153
1480,mystery,2,89.1588
1481,laptop,2,89.1646
1482,twin,2,89.1704
1483,nonsense,2,89.1762
1484,welll,2,89.182
1485,burp,2,89.1878
1486,shoppin,2,89.1936
1487,helloooo,2,89.1994
1488,gm,2,89.2052
1489,ontario,2,89.211
1490,beautiful,2,89.2168
1491,metallica,2,89.2226
1492,warned,2,89.2284
1493,kold,2,89.2342
1494,enter,2,89.24
1495,spring,2,89.2458
1496,comin,2,89.2516
1497,space,2,89.2574
1498,thanx,2,89.2632
1499,nut,2,89.269
1500,hx,2,89.2748
1501,blew,2,89.2806
1502,grade,2,89.2864
1503,teach,2,89.2922
1504,feels,2,89.298
1505,awwwwwwwwww,2,89.3039
1506,rolls,2,89.3097
1507,congressman,2,89.3155
1508,naples,2,89.3213
1509,temp,2,89.3271
1510,corn,2,89.3329
1511,early,2,89.3387
1512,cutie,2,89.3445
1513,chatter,2,89.3503
1514,freak,2,89.3561
1515,pool,2,89.3619
1516,czeching,2,89.3677
1517,hiy,2,89.3735
1518,kansas,2,89.3793
1519,whatcha,2,89.3851
1520,sympathies,2,89.3909
1521,hardware,2,89.3967
1522,wowsa,2,89.4025
1523,cash,2,89.4083
1524,dixie,2,89.4141
1525,ears,2,89.4199
1526,til,2,89.4257
1527,yepper,2,89.4315
1528,sluggish,2,89.4373
1529,porn,2,89.4431
1530,sorta,2,89.4489
1531,sat,2,89.4547
1532,fix,2,89.4605
1533,heal,2,89.4664
1534,permission,2,89.4722
1535,important,2,89.478
1536,ciao,2,89.4838
1537,yerself,2,89.4896
1538,numbers,2,89.4954
1539,typo,2,89.5012
1540,remembah,2,89.507
1541,cheers,2,89.5128
1542,follow,2,89.5186
1543,pseudo,2,89.5244
1544,shocked,2,89.5302
1545,wth,2,89.536
1546,awwww,2,89.5418
1547,met,2,89.5476
1548,brought,2,89.5534
1549,dollars,2,89.5592
1550,peeks,2,89.565
1551,whoopz,2,89.5708
1552,typin,2,89.5766
1553,flesh,2,89.5824
1554,halo,2,89.5882
1555,bf,2,89.594
1556,eric,2,89.5998
1557,battery,2,89.6056
1558,charger,2,89.6114
1559,obviously,2,89.6172
1560,herpes,2,89.6231
1561,stories,2,89.6289
1562,sites,2,89.6347
1563,rocks,2,89.6405
1564,sore,2,89.6463
1565,hm,2,89.6521
1566,pounces,2,89.6579
1567,size,2,89.6637
1568,naw,2,89.6695
1569,randy,2,89.6753
1570,oak,2,89.6811
1571,hpa,2,89.6869
1572,unlimited,2,89.6927
1573,muahhh,2,89.6985
1574,fairbanks,2,89.7043
1575,riding,2,89.7101
1576,dakota,2,89.7159
1577,hits,2,89.7217
1578,cus,2,89.7275
1579,moron,2,89.7333
1580,singer,2,89.7391
1581,tuesday,2,89.7449
1582,coexistence,2,89.7507
1583,past,2,89.7565
1584,wif,2,89.7623
1585,cruise,2,89.7681
1586,stairs,2,89.7739
1587,yrs,2,89.7798
1588,meat,2,89.7856
1589,tosses,2,89.7914
1590,c'm,2,89.7972
1591,agaibn,2,89.803
1592,weenis,2,89.8088
1593,nickelback,2,89.8146
1594,paper,2,89.8204
1595,board,2,89.8262
1596,argh,2,89.832
1597,nap,2,89.8378
1598,hafta,2,89.8436
1599,heyyyy,2,89.8494
1600,ground,2,89.8552
1601,limp,2,89.861
1602,bread,2,89.8668
1603,rent,2,89.8726
1604,officer,2,89.8784
1605,cars,2,89.8842
1606,highway,2,89.89
1607,teehee,2,89.8958
1608,leaves,2,89.9016
1609,tha,2,89.9074
1610,upset,2,89.9132
1611,china,2,89.919
1612,fantastic,2,89.9248
1613,casts,2,89.9306
1614,shop,2,89.9364
1615,fighter,2,89.9423
1616,hellos,2,89.9481
1617,disagree,2,89.9539
1618,george,2,89.9597
1619,clooney,2,89.9655
1620,okies,2,89.9713
1621,hugggs,2,89.9771
1622,ol,2,89.9829
1623,checks,2,89.9887
1624,shhhh,2,89.9945
1625,byeee,2,90.0003
1626,deeper,2,90.0061
1627,alzheimers,2,90.0119
1628,waitin,2,90.0177
1629,neither,2,90.0235
1630,build,2,90.0293
1631,cardinals,2,90.0351
1632,experience,2,90.0409
1633,five,2,90.0467
1634,whoever,2,90.0525
1635,sell,2,90.0583
1636,homeboys,2,90.0641
1637,albert,2,90.0699
1638,pujols,2,90.0757
1639,iz,2,90.0815
1640,er,2,90.0873
1641,covered,2,90.0931
1642,drunk,2,90.099
1643,toe,2,90.1048
1644,sharp,2,90.1106
1645,mouse,2,90.1164
1646,yard,2,90.1222
1647,movin,2,90.128
1648,national,2,90.1338
1649,grrl,2,90.1396
1650,cough,2,90.1454
1651,chip,2,90.1512
1652,bear,2,90.157
1653,nooooo,2,90.1628
1654,foot,2,90.1686
1655,shivers,2,90.1744
1656,decent,2,90.1802
1657,apron,2,90.186
1658,thingy,2,90.1918
1659,office,2,90.1976
1660,wonders,2,90.2034
1661,ewwwwwww,2,90.2092
1662,uses,2,90.215
1663,frozen,2,90.2208
1664,bruises,2,90.2266
1665,weekend,2,90.2324
1666,spelling,2,90.2382
1667,dancing,2,90.244
1668,giving,2,90.2498
1669,cereals,2,90.2557
1670,handheld,2,90.2615
1671,playstation,2,90.2673
1672,stalker,2,90.2731
1673,series,2,90.2789
1674,gaming,2,90.2847
1675,sort,2,90.2905
1676,fourth,2,90.2963
1677,definately,2,90.3021
1678,finding,2,90.3079
1679,exactly,2,90.3137
1680,hill,2,90.3195
1681,clock,2,90.3253
1682,buying,2,90.3311
1683,nyc,2,90.3369
1684,mono,2,90.3427
1685,track,2,90.3485
1686,whud,2,90.3543
1687,bone,2,90.3601
1688,sharing,2,90.3659
1689,heh,2,90.3717
1690,chanowner,2,90.3775
1691,usually,2,90.3833
1692,hallo,2,90.3891
1693,united,2,90.3949
1694,reached,2,90.4007
1695,whether,2,90.4065
1696,original,2,90.4124
1697,que,2,90.4182
1698,saving,2,90.424
1699,expect,2,90.4298
1700,club,2,90.4356
1701,sp,2,90.4414
1702,adds,2,90.4472
1703,whitesnake,2,90.453
1704,children,2,90.4588
1705,nu,2,90.4646
1706,bodies,2,90.4704
1707,bum,2,90.4762
1708,burps,2,90.482
1709,eww,2,90.4878
1710,ohhhh,2,90.4936
1711,muahz,2,90.4994
1712,running,2,90.5052
1713,ck,2,90.511
1714,issues,2,90.5168
1715,finds,2,90.5226
1716,area,2,90.5284
1717,sue,2,90.5342
1718,hilarious,2,90.54
1719,virginal,2,90.5458
1720,knock,2,90.5516
1721,sum,2,90.5574
1722,humm,2,90.5632
1723,newp,2,90.569
1724,youuu,2,90.5749
1725,hugsss,2,90.5807
1726,trigger,2,90.5865
1727,gays,2,90.5923
1728,moans,2,90.5981
1729,pmsl,2,90.6039
1730,blankie,2,90.6097
1731,strange,2,90.6155
1732,pmers,2,90.6213
1733,zone,2,90.6271
1734,hint,2,90.6329
1735,marry,2,90.6387
1736,buh,2,90.6445
1737,eating,2,90.6503
1738,cries,2,90.6561
1739,havin,2,90.6619
1740,fenks,2,90.6677
1741,td,2,90.6735
1742,chris,2,90.6793
1743,hugging,2,90.6851
1744,tightly,2,90.6909
1745,roaring,2,90.6967
1746,column,2,90.7025
1747,streaks,2,90.7083
1748,heavens,2,90.7141
1749,cop,2,90.7199
1750,sesky,2,90.7257
1751,spin,2,90.7316
1752,pointing,2,90.7374
1753,webcam,2,90.7432
1754,beaten,2,90.749
1755,pension,2,90.7548
1756,ewww,2,90.7606
1757,blade,2,90.7664
1758,nicer,2,90.7722
1759,jumps,2,90.778
1760,monthes,2,90.7838
1761,microwave,2,90.7896
1762,month,2,90.7954
1763,spell,2,90.8012
1764,jokes,2,90.807
1765,fruit,2,90.8128
1766,punch,2,90.8186
1767,agurlwithbigguns,2,90.8244
1768,settle,2,90.8302
1769,pies,2,90.836
1770,doll,2,90.8418
1771,standing,2,90.8476
1772,gimp,2,90.8534
1773,banned,2,90.8592
1774,kissing,2,90.865
1775,exchange,2,90.8708
1776,grope,2,90.8766
1777,spot,2,90.8824
1778,nd,2,90.8883
1779,ages,2,90.8941
1780,troll,2,90.8999
1781,ma,2,90.9057
1782,using,2,90.9115
1783,clue,2,90.9173
1784,laughing,2,90.9231
1785,mass,2,90.9289
1786,balls,2,90.9347
1787,killed,2,90.9405
1788,results,2,90.9463
1789,upstate,2,90.9521
1790,wid,2,90.9579
1791,flow,2,90.9637
1792,west,2,90.9695
1793,subject,2,90.9753
1794,al,2,90.9811
1795,cares,2,90.9869
1796,ran,2,90.9927
1797,dreaded,2,90.9985
1798,gettysburg,2,91.0043
1799,address,2,91.0101
1800,boobs,2,91.0159
1801,smack,2,91.0217
1802,wonder,2,91.0275
1803,sauce,2,91.0333
1804,rang,2,91.0391
1805,marvin,2,91.0449
1806,hall,2,91.0508
1807,oates,2,91.0566
1808,haze,2,91.0624
1809,reach,2,91.0682
1810,tks,2,91.074
1811,willie,2,91.0798
1812,heyyyyyy,2,91.0856
1813,heyyyyyyyy,2,91.0914
1814,monday,2,91.0972
1815,guessing,2,91.103
1816,beattles,2,91.1088
1817,applaudes,2,91.1146
1818,sullivan,2,91.1204
1819,gn,2,91.1262
1820,seee,2,91.132
1821,sooo,2,91.1378
1822,dressed,2,91.1436
1823,belly,2,91.1494
1824,sunny,2,91.1552
1825,garlic,2,91.161
1826,bones,2,91.1668
1827,gained,2,91.1726
1828,breathe,2,91.1784
1829,pills,2,91.1842
1830,cost,2,91.19
1831,chica,2,91.1958
1832,bouts,2,91.2016
1833,hives,2,91.2075
1834,opposite,2,91.2133
1835,slept,2,91.2191
1836,alcohol,2,91.2249
1837,affects,2,91.2307
1838,sleeping,2,91.2365
1839,working,2,91.2423
1840,trip,2,91.2481
1841,zyban,2,91.2539
1842,convo,2,91.2597
1843,breath,2,91.2655
1844,mwahs,2,91.2713
1845,scroll,2,91.2771
1846,thx,2,91.2829
1847,reason,2,91.2887
1848,babi,2,91.2945
1849,chronic,2,91.3003
1850,james,2,91.3061
1851,rich,2,91.3119
1852,biatch,2,91.3177
1853,crowded,2,91.3235
1854,wit,2,91.3293
1855,farts,2,91.3351
1856,racist,2,91.3409
1857,birthday,2,91.3467
1858,shorty,2,91.3525
1859,goodbye,2,91.3583
1860,fo,2,91.3642
1861,satan,2,91.37
1862,torah,2,91.3758
1863,teck,2,91.3816
1864,fck,2,91.3874
1865,google,2,91.3932
1866,nevah,2,91.399
1867,taste,2,91.4048
1868,tastes,2,91.4106
1869,cooking,2,91.4164
1870,perfect,2,91.4222
1871,fit,2,91.428
1872,balck,2,91.4338
1873,nz,2,91.4396
1874,holla,2,91.4454
1875,internet,2,91.4512
1876,match,2,91.457
1877,moon,2,91.4628
1878,cannot,2,91.4686
1879,washington,2,91.4744
1880,cingular,2,91.4802
1881,arent,2,91.486
1882,service,2,91.4918
1883,brown,2,91.4976
1884,unusual,2,91.5034
1885,punta,2,91.5092
1886,gorda,2,91.515
1887,pandas,2,91.5208
1888,manson,2,91.5267
1889,nirvana,2,91.5325
1890,yeas,2,91.5383
1891,brain,2,91.5441
1892,screams,2,91.5499
1893,wooo,2,91.5557
1894,geeks,2,91.5615
1895,tick,2,91.5673
1896,tock,2,91.5731
1897,virginia,2,91.5789
1898,hat,2,91.5847
1899,scorpio,2,91.5905
1900,spending,2,91.5963
1901,energy,2,91.6021
1902,rooster,2,91.6079
1903,climate,2,91.6137
1904,rush,2,91.6195
1905,bob,2,91.6253
1906,anyways,2,91.6311
1907,snuggles,2,91.6369
1908,fault,2,91.6427
1909,ignore,2,91.6485
1910,propper,2,91.6543
1911,english,2,91.6601
1912,tradition,2,91.6659
1913,power,2,91.6717
1914,turns,2,91.6775
1915,meyooky,2,91.6834
1916,french,2,91.6892
1917,table,2,91.695
1918,side,2,91.7008
1919,scrambled,2,91.7066
1920,arkansas,2,91.7124
1921,low,2,91.7182
1922,howz,2,91.724
1923,smells,2,91.7298
1924,ex's,2,91.7356
1925,appreciate,2,91.7414
1926,ufc,2,91.7472
1927,whereabouts,2,91.753
1928,stated,2,91.7588
1929,traffic,2,91.7646
1930,elo,2,91.7704
1931,munches,2,91.7762
1932,pineapples,2,91.782
1933,throw,2,91.7878
1934,period,2,91.7936
1935,dolls,2,91.7994
1936,bay,2,91.8052
1937,feeds,2,91.811
1938,anytime,2,91.8168
1939,shouting,2,91.8226
1940,encore,2,91.8284
1941,eskimo,2,91.8342
1942,root,2,91.8401
1943,mmmmmmmmmm,2,91.8459
1944,natural,2,91.8517
1945,minus,2,91.8575
1946,whispering,2,91.8633
1947,tyvm,2,91.8691
1948,wears,2,91.8749
1949,luvs,2,91.8807
1950,basket,2,91.8865
1951,dryer,2,91.8923
1952,works,2,91.8981
1953,softener,2,91.9039
1954,pet,2,91.9097
1955,mountain,2,91.9155
1956,spend,2,91.9213
1957,hissy,2,91.9271
1958,fits,2,91.9329
1959,fishercat,2,91.9387
1960,weasel,2,91.9445
1961,scares,2,91.9503
1962,chilly,2,91.9561
1963,nothin,2,91.9619
1964,giggling,2,91.9677
1965,tug,2,91.9735
1966,laguna,2,91.9793
1967,sand,2,91.9851
1968,homes,2,91.9909
1969,monsters,2,91.9967
1970,header,2,92.0026
1971,diseast,2,92.0084
1972,cupper,2,92.0142
1973,cuppers,2,92.02
1974,sport,2,92.0258
1975,common,2,92.0316
1976,sense,2,92.0374
1977,theory,2,92.0432
1978,joking,2,92.049
1979,sitting,2,92.0548
1980,homeade,2,92.0606
1981,burger,2,92.0664
1982,king,2,92.0722
1983,steak,2,92.078
1984,farms,2,92.0838
1985,shopgirl,2,92.0896
1986,ltns,2,92.0954
1987,drivin,2,92.1012
1988,spelled,2,92.107
1989,multitasking,2,92.1128
1990,talented,2,92.1186
1991,denial,2,92.1244
1992,gas,2,92.1302
1993,flaw,2,92.136
1994,aunt,2,92.1418
1995,dsklgjsdk,2,92.1476
1996,lawl,2,92.1534
1997,tiff,2,92.1593
1998,tacoma,2,92.1651
1999,chops,2,92.1709
2000,define,2,92.1767
2001,les,2,92.1825
2002,cabbage,2,92.1883
2003,indeed,2,92.1941
2004,dj,2,92.1999
2005,rutger,2,92.2057
2006,eroticaust,2,92.2115
2007,horace,2,92.2173
2008,thunder,1,92.2202
2009,ladis,1,92.2231
2010,draw,1,92.226
2011,penis,1,92.2289
2012,docs,1,92.2318
2013,connected,1,92.2347
2014,fade,1,92.2376
2015,touching,1,92.2405
2016,considerably,1,92.2434
2017,heeeey,1,92.2463
2018,sharpie,1,92.2492
2019,hurry,1,92.2521
2020,bowl,1,92.255
2021,blunt,1,92.2579
2022,bong,1,92.2608
2023,nashville,1,92.2637
2024,ogan,1,92.2666
2025,cams,1,92.2695
2026,wonna,1,92.2724
2027,gooo,1,92.2753
2028,yeee,1,92.2782
2029,haw,1,92.2811
2030,considering,1,92.284
2031,ihavehotnips,1,92.2869
2032,mirror,1,92.2898
2033,iamahotnip,1,92.2927
2034,ahah,1,92.2956
2035,iamahotniplickme,1,92.2985
2036,appearently,1,92.3014
2037,iamahotnipwithpics,1,92.3043
2038,wedding,1,92.3072
2039,warning,1,92.3101
2040,jeep,1,92.313
2041,charm,1,92.316
2042,necklace,1,92.3189
2043,falling,1,92.3218
2044,yayayayayyy,1,92.3247
2045,oooooo,1,92.3276
2046,iamahotnipwithhotnippics,1,92.3305
2047,kts,1,92.3334
2048,freakishly,1,92.3363
2049,seuss,1,92.3392
2050,within,1,92.3421
2051,borderline,1,92.345
2052,laughed,1,92.3479
2053,geeshhh,1,92.3508
2054,gottsa,1,92.3537
2055,minded,1,92.3566
2056,misbeahve,1,92.3595
2057,forwards,1,92.3624
2058,redirect,1,92.3653
2059,vbox,1,92.3682
2060,devotion,1,92.3711
2061,questioned,1,92.374
2062,serg,1,92.3769
2063,beeehave,1,92.3798
2064,didnts,1,92.3827
2065,anithing,1,92.3856
2066,jerketts,1,92.3885
2067,cradle,1,92.3914
2068,filth,1,92.3943
2069,gothic,1,92.3972
2070,gettign,1,92.4001
2071,noo,1,92.403
2072,naughtier,1,92.4059
2073,regret,1,92.4088
2074,bein,1,92.4117
2075,whys,1,92.4146
2076,ahahah,1,92.4175
2077,caution,1,92.4204
2078,tape,1,92.4233
2079,sexs,1,92.4262
2080,arrange,1,92.4291
2081,form,1,92.432
2082,coherent,1,92.4349
2083,thoughts,1,92.4378
2084,grammar,1,92.4407
2085,lesson,1,92.4436
2086,courtesy,1,92.4465
2087,counter,1,92.4494
2088,spain,1,92.4523
2089,signed,1,92.4552
2090,kev,1,92.4581
2091,fetterline,1,92.461
2092,rap,1,92.4639
2093,emergency,1,92.4668
2094,ug,1,92.4697
2095,ticket,1,92.4727
2096,bought,1,92.4756
2097,webcams,1,92.4785
2098,liking,1,92.4814
2099,rethinks,1,92.4843
2100,lmaoooo,1,92.4872
2101,douchebag,1,92.4901
2102,meredith,1,92.493
2103,impression,1,92.4959
2104,cum,1,92.4988
2105,nads,1,92.5017
2106,sticks,1,92.5046
2107,nad,1,92.5075
2108,ewwwwww,1,92.5104
2109,owww,1,92.5133
2110,splinter,1,92.5162
2111,ughhh,1,92.5191
2112,gagas,1,92.522
2113,hangs,1,92.5249
2114,gags,1,92.5278
2115,meep,1,92.5307
2116,resisting,1,92.5336
2117,beeeeehave,1,92.5365
2118,smirks,1,92.5394
2119,innocently,1,92.5423
2120,predicted,1,92.5452
2121,erm,1,92.5481
2122,mmhmm,1,92.551
2123,polite,1,92.5539
2124,row,1,92.5568
2125,catch,1,92.5597
2126,searching,1,92.5626
2127,incoming,1,92.5655
2128,lool,1,92.5684
2129,kina,1,92.5713
2130,ooooook,1,92.5742
2131,ahead,1,92.5771
2132,tears,1,92.58
2133,partial,1,92.5829
2134,sext,1,92.5858
2135,sexist,1,92.5887
2136,lazy,1,92.5916
2137,conceited,1,92.5945
2138,peolpe,1,92.5974
2139,calm,1,92.6003
2140,arms,1,92.6032
2141,major,1,92.6061
2142,child,1,92.609
2143,development,1,92.6119
2144,kc,1,92.6148
2145,cheaking,1,92.6177
2146,smax,1,92.6206
2147,syllables,1,92.6235
2148,vvil,1,92.6264
2149,alert,1,92.6293
2150,hep,1,92.6323
2151,identity,1,92.6352
2152,theft,1,92.6381
2153,typed,1,92.641
2154,tapes,1,92.6439
2155,este,1,92.6468
2156,chik,1,92.6497
2157,aussie,1,92.6526
2158,supervisor,1,92.6555
2159,ignoring,1,92.6584
2160,untouchable,1,92.6613
2161,london,1,92.6642
2162,enjoys,1,92.6671
2163,roleplay,1,92.67
2164,illin,1,92.6729
2165,vm,1,92.6758
2166,political,1,92.6787
2167,grief,1,92.6816
2168,youer,1,92.6845
2169,season,1,92.6874
2170,scorpion,1,92.6903
2171,uhh,1,92.6932
2172,boyz,1,92.6961
2173,ii,1,92.699
2174,scorpions,1,92.7019
2175,manhattan,1,92.7048
2176,boght,1,92.7077
2177,vindictive,1,92.7106
2178,earrings,1,92.7135
2179,coat,1,92.7164
2180,horror,1,92.7193
2181,scopes,1,92.7222
2182,horrified,1,92.7251
2183,byb,1,92.728
2184,intersting,1,92.7309
2185,blueberry,1,92.7338
2186,martini,1,92.7367
2187,laterssss,1,92.7396
2188,financial,1,92.7425
2189,byeeee,1,92.7454
2190,patient,1,92.7483
2191,dawn,1,92.7512
2192,mauh,1,92.7541
2193,stocks,1,92.757
2194,client,1,92.7599
2195,suffer,1,92.7628
2196,meeting,1,92.7657
2197,clients,1,92.7686
2198,fav,1,92.7715
2199,shaken,1,92.7744
2200,stirred,1,92.7773
